# stackVersion=0.0.0-local kind=tb-probe generatedAt=2026-08-06T20:48:19.900059584Z
# dimension=adventure:the_gilded_pit seed=9210891167564786503 quartY=16 radius=768 step=64
x,z,uniqueness,biome
-384,-768,0,minecraft:nether_wastes
-384,-704,0,minecraft:nether_wastes
-384,-640,0,minecraft:nether_wastes
-384,-576,0,minecraft:nether_wastes
-384,-512,0,minecraft:nether_wastes
-384,-448,0,minecraft:nether_wastes
-384,-384,0,minecraft:crimson_forest
-384,-320,0,minecraft:crimson_forest
-384,-256,0,minecraft:crimson_forest
-384,-192,0,minecraft:crimson_forest
-384,-128,0,minecraft:crimson_forest
-384,-64,0,minecraft:crimson_forest
-384,0,0,minecraft:crimson_forest
-384,64,0,minecraft:crimson_forest
-384,128,0,minecraft:crimson_forest
-384,192,0,minecraft:nether_wastes
-384,256,0,minecraft:nether_wastes
-384,320,0,minecraft:nether_wastes
-384,384,0,minecraft:nether_wastes
-384,448,0,minecraft:nether_wastes
-384,512,0,minecraft:nether_wastes
-384,576,0,minecraft:nether_wastes
-384,640,0,minecraft:nether_wastes
-384,704,0,minecraft:nether_wastes
-384,768,0,minecraft:nether_wastes
-320,-768,0,minecraft:nether_wastes
-320,-704,0,minecraft:nether_wastes
-320,-640,0,minecraft:nether_wastes
-320,-576,0,minecraft:nether_wastes
-320,-512,0,minecraft:nether_wastes
-320,-448,0,minecraft:crimson_forest
-320,-384,0,minecraft:crimson_forest
-320,-320,0,minecraft:crimson_forest
-320,-256,0,minecraft:crimson_forest
-320,-192,0,minecraft:crimson_forest
-320,-128,0,minecraft:crimson_forest
-320,-64,0,minecraft:crimson_forest
-320,0,0,minecraft:crimson_forest
-320,64,0,minecraft:crimson_forest
-320,128,0,minecraft:crimson_forest
-320,192,0,minecraft:nether_wastes
-320,256,0,minecraft:nether_wastes
-320,320,0,minecraft:nether_wastes
-320,384,0,minecraft:nether_wastes
-320,448,0,minecraft:nether_wastes
-320,512,0,minecraft:nether_wastes
-320,576,0,minecraft:nether_wastes
-320,640,0,minecraft:nether_wastes
-320,704,0,minecraft:nether_wastes
-320,768,0,minecraft:nether_wastes
-256,-768,0,minecraft:nether_wastes
-256,-704,0,minecraft:nether_wastes
-256,-640,0,minecraft:nether_wastes
-256,-576,0,minecraft:nether_wastes
-256,-512,0,minecraft:crimson_forest
-256,-448,0,minecraft:crimson_forest
-256,-384,0,minecraft:crimson_forest
-256,-320,0,minecraft:crimson_forest
-256,-256,0,minecraft:crimson_forest
-256,-192,0,minecraft:crimson_forest
-256,-128,0,minecraft:crimson_forest
-256,-64,0,minecraft:crimson_forest
-256,0,0,minecraft:crimson_forest
-256,64,0,minecraft:crimson_forest
-256,128,0,minecraft:crimson_forest
-256,192,0,minecraft:nether_wastes
-256,256,0,minecraft:nether_wastes
-256,320,0,minecraft:nether_wastes
-256,384,0,minecraft:nether_wastes
-256,448,0,minecraft:nether_wastes
-256,512,0,minecraft:nether_wastes
-256,576,0,minecraft:nether_wastes
-256,640,0,minecraft:nether_wastes
-256,704,0,minecraft:nether_wastes
-256,768,0,minecraft:nether_wastes
-192,-768,0,minecraft:nether_wastes
-192,-704,0,minecraft:nether_wastes
-192,-640,0,minecraft:nether_wastes
-192,-576,0,minecraft:nether_wastes
-192,-512,0,minecraft:crimson_forest
-192,-448,0,minecraft:crimson_forest
-192,-384,0,minecraft:crimson_forest
-192,-320,0,minecraft:crimson_forest
-192,-256,0,minecraft:crimson_forest
-192,-192,0,minecraft:crimson_forest
-192,-128,0,minecraft:crimson_forest
-192,-64,0,minecraft:crimson_forest
-192,0,0,minecraft:crimson_forest
-192,64,0,minecraft:crimson_forest
-192,128,0,minecraft:crimson_forest
-192,192,0,minecraft:nether_wastes
-192,256,0,minecraft:nether_wastes
-192,320,0,minecraft:nether_wastes
-192,384,0,minecraft:nether_wastes
-192,448,0,minecraft:nether_wastes
-192,512,0,minecraft:nether_wastes
-192,576,0,minecraft:nether_wastes
-192,640,0,minecraft:nether_wastes
-192,704,0,minecraft:nether_wastes
-192,768,0,minecraft:nether_wastes
-128,-768,0,minecraft:nether_wastes
-128,-704,0,minecraft:nether_wastes
-128,-640,0,minecraft:nether_wastes
-128,-576,0,minecraft:crimson_forest
-128,-512,0,minecraft:crimson_forest
-128,-448,0,minecraft:crimson_forest
-128,-384,0,minecraft:crimson_forest
-128,-320,0,minecraft:crimson_forest
-128,-256,0,minecraft:crimson_forest
-128,-192,0,minecraft:crimson_forest
-128,-128,0,minecraft:crimson_forest
-128,-64,0,minecraft:crimson_forest
-128,0,0,minecraft:crimson_forest
-128,64,0,minecraft:crimson_forest
-128,128,0,minecraft:nether_wastes
-128,192,0,minecraft:nether_wastes
-128,256,0,minecraft:nether_wastes
-128,320,0,minecraft:nether_wastes
-128,384,0,minecraft:nether_wastes
-128,448,0,minecraft:nether_wastes
-128,512,0,minecraft:nether_wastes
-128,576,0,minecraft:nether_wastes
-128,640,0,minecraft:nether_wastes
-128,704,0,minecraft:nether_wastes
-128,768,0,minecraft:nether_wastes
-64,-768,0,minecraft:nether_wastes
-64,-704,0,minecraft:nether_wastes
-64,-640,0,minecraft:nether_wastes
-64,-576,0,minecraft:nether_wastes
-64,-512,0,minecraft:crimson_forest
-64,-448,0,minecraft:crimson_forest
-64,-384,0,minecraft:crimson_forest
-64,-320,0,minecraft:crimson_forest
-64,-256,0,minecraft:crimson_forest
-64,-192,0,minecraft:crimson_forest
-64,-128,0,minecraft:crimson_forest
-64,-64,0,minecraft:crimson_forest
-64,0,0,minecraft:crimson_forest
-64,64,0,minecraft:nether_wastes
-64,128,0,minecraft:nether_wastes
-64,192,0,minecraft:nether_wastes
-64,256,0,minecraft:nether_wastes
-64,320,0,minecraft:nether_wastes
-64,384,0,minecraft:basalt_deltas
-64,448,0,minecraft:basalt_deltas
-64,512,0,minecraft:basalt_deltas
-64,576,0,minecraft:basalt_deltas
-64,640,0,minecraft:basalt_deltas
-64,704,0,minecraft:basalt_deltas
-64,768,0,minecraft:nether_wastes
0,-768,0,minecraft:nether_wastes
0,-704,0,minecraft:nether_wastes
0,-640,0,minecraft:nether_wastes
0,-576,0,minecraft:nether_wastes
0,-512,0,minecraft:nether_wastes
0,-448,0,minecraft:nether_wastes
0,-384,0,minecraft:crimson_forest
0,-320,0,minecraft:crimson_forest
0,-256,0,minecraft:crimson_forest
0,-192,0,minecraft:crimson_forest
0,-128,0,minecraft:crimson_forest
0,-64,0,minecraft:crimson_forest
0,0,0,minecraft:nether_wastes
0,64,0,minecraft:nether_wastes
0,128,0,minecraft:nether_wastes
0,192,0,minecraft:nether_wastes
0,256,0,minecraft:basalt_deltas
0,320,0,minecraft:basalt_deltas
0,384,0,minecraft:basalt_deltas
0,448,0,minecraft:basalt_deltas
0,512,0,minecraft:basalt_deltas
0,576,0,minecraft:basalt_deltas
0,640,0,minecraft:basalt_deltas
0,704,0,minecraft:basalt_deltas
0,768,0,minecraft:basalt_deltas
64,-768,0,minecraft:nether_wastes
64,-704,0,minecraft:nether_wastes
64,-640,0,minecraft:nether_wastes
64,-576,0,minecraft:nether_wastes
64,-512,0,minecraft:nether_wastes
64,-448,0,minecraft:nether_wastes
64,-384,0,minecraft:nether_wastes
64,-320,0,minecraft:nether_wastes
64,-256,0,minecraft:nether_wastes
64,-192,0,minecraft:nether_wastes
64,-128,0,minecraft:nether_wastes
64,-64,0,minecraft:nether_wastes
64,0,0,minecraft:nether_wastes
64,64,0,minecraft:nether_wastes
64,128,0,minecraft:basalt_deltas
64,192,0,minecraft:basalt_deltas
64,256,0,minecraft:basalt_deltas
64,320,0,minecraft:basalt_deltas
64,384,0,minecraft:basalt_deltas
64,448,0,minecraft:basalt_deltas
64,512,0,minecraft:basalt_deltas
64,576,0,minecraft:basalt_deltas
64,640,0,minecraft:basalt_deltas
64,704,0,minecraft:basalt_deltas
64,768,0,minecraft:basalt_deltas
128,-768,0,minecraft:nether_wastes
128,-704,0,minecraft:nether_wastes
128,-640,0,minecraft:nether_wastes
128,-576,0,minecraft:nether_wastes
128,-512,0,minecraft:nether_wastes
128,-448,0,minecraft:nether_wastes
128,-384,0,minecraft:nether_wastes
128,-320,0,minecraft:nether_wastes
128,-256,0,minecraft:nether_wastes
128,-192,0,minecraft:nether_wastes
128,-128,0,minecraft:nether_wastes
128,-64,0,minecraft:nether_wastes
128,0,0,minecraft:nether_wastes
128,64,0,minecraft:basalt_deltas
128,128,0,minecraft:basalt_deltas
128,192,0,minecraft:basalt_deltas
128,256,0,minecraft:basalt_deltas
128,320,0,minecraft:basalt_deltas
128,384,0,minecraft:basalt_deltas
128,448,0,minecraft:basalt_deltas
128,512,0,minecraft:basalt_deltas
128,576,0,minecraft:basalt_deltas
128,640,0,minecraft:basalt_deltas
128,704,0,minecraft:basalt_deltas
128,768,0,minecraft:basalt_deltas
192,-768,0,minecraft:nether_wastes
192,-704,0,minecraft:nether_wastes
192,-640,0,minecraft:nether_wastes
192,-576,0,minecraft:nether_wastes
192,-512,0,minecraft:nether_wastes
192,-448,0,minecraft:nether_wastes
192,-384,0,minecraft:nether_wastes
192,-320,0,minecraft:nether_wastes
192,-256,0,minecraft:nether_wastes
192,-192,0,minecraft:nether_wastes
192,-128,0,minecraft:nether_wastes
192,-64,0,minecraft:nether_wastes
192,0,0,minecraft:basalt_deltas
192,64,0,minecraft:basalt_deltas
192,128,0,minecraft:basalt_deltas
192,192,0,minecraft:basalt_deltas
192,256,0,minecraft:basalt_deltas
192,320,0,minecraft:basalt_deltas
192,384,0,minecraft:basalt_deltas
192,448,0,minecraft:basalt_deltas
192,512,0,minecraft:basalt_deltas
192,576,0,minecraft:basalt_deltas
192,640,0,minecraft:basalt_deltas
192,704,0,minecraft:basalt_deltas
192,768,0,minecraft:basalt_deltas
256,-768,0,minecraft:nether_wastes
256,-704,0,minecraft:nether_wastes
256,-640,0,minecraft:nether_wastes
256,-576,0,minecraft:nether_wastes
256,-512,0,minecraft:basalt_deltas
256,-448,0,minecraft:nether_wastes
256,-384,0,minecraft:nether_wastes
256,-320,0,minecraft:nether_wastes
256,-256,0,minecraft:nether_wastes
256,-192,0,minecraft:nether_wastes
256,-128,0,minecraft:nether_wastes
256,-64,0,minecraft:basalt_deltas
256,0,0,minecraft:basalt_deltas
256,64,0,minecraft:basalt_deltas
256,128,0,minecraft:basalt_deltas
256,192,0,minecraft:basalt_deltas
256,256,0,minecraft:basalt_deltas
256,320,0,minecraft:basalt_deltas
256,384,0,minecraft:basalt_deltas
256,448,0,minecraft:basalt_deltas
256,512,0,minecraft:basalt_deltas
256,576,0,minecraft:basalt_deltas
256,640,0,minecraft:basalt_deltas
256,704,0,minecraft:basalt_deltas
256,768,0,minecraft:basalt_deltas
320,-768,0,minecraft:nether_wastes
320,-704,0,minecraft:nether_wastes
320,-640,0,minecraft:nether_wastes
320,-576,0,minecraft:basalt_deltas
320,-512,0,minecraft:basalt_deltas
320,-448,0,minecraft:basalt_deltas
320,-384,0,minecraft:nether_wastes
320,-320,0,minecraft:nether_wastes
320,-256,0,minecraft:nether_wastes
320,-192,0,minecraft:nether_wastes
320,-128,0,minecraft:nether_wastes
320,-64,0,minecraft:basalt_deltas
320,0,0,minecraft:basalt_deltas
320,64,0,minecraft:basalt_deltas
320,128,0,minecraft:basalt_deltas
320,192,0,minecraft:basalt_deltas
320,256,0,minecraft:basalt_deltas
320,320,0,minecraft:basalt_deltas
320,384,0,minecraft:basalt_deltas
320,448,0,minecraft:basalt_deltas
320,512,0,minecraft:basalt_deltas
320,576,0,minecraft:basalt_deltas
320,640,0,minecraft:basalt_deltas
320,704,0,minecraft:basalt_deltas
320,768,0,minecraft:basalt_deltas
384,-768,0,minecraft:nether_wastes
384,-704,0,minecraft:nether_wastes
384,-640,0,minecraft:nether_wastes
384,-576,0,minecraft:nether_wastes
384,-512,0,minecraft:nether_wastes
384,-448,0,minecraft:nether_wastes
384,-384,0,minecraft:nether_wastes
384,-320,0,minecraft:nether_wastes
384,-256,0,minecraft:nether_wastes
384,-192,0,minecraft:nether_wastes
384,-128,0,minecraft:nether_wastes
384,-64,0,minecraft:nether_wastes
384,0,0,minecraft:basalt_deltas
384,64,0,minecraft:basalt_deltas
384,128,0,minecraft:basalt_deltas
384,192,0,minecraft:basalt_deltas
384,256,0,minecraft:basalt_deltas
384,320,0,minecraft:basalt_deltas
384,384,0,minecraft:basalt_deltas
384,448,0,minecraft:basalt_deltas
384,512,0,minecraft:basalt_deltas
384,576,0,minecraft:basalt_deltas
384,640,0,minecraft:basalt_deltas
384,704,0,minecraft:basalt_deltas
384,768,0,minecraft:basalt_deltas
448,-768,0,minecraft:nether_wastes
448,-704,0,minecraft:nether_wastes
448,-640,0,minecraft:nether_wastes
448,-576,0,minecraft:nether_wastes
448,-512,0,minecraft:nether_wastes
448,-448,0,minecraft:nether_wastes
448,-384,0,minecraft:nether_wastes
448,-320,0,minecraft:nether_wastes
448,-256,0,minecraft:nether_wastes
448,-192,0,minecraft:nether_wastes
448,-128,0,minecraft:nether_wastes
448,-64,0,minecraft:nether_wastes
448,0,0,minecraft:basalt_deltas
448,64,0,minecraft:basalt_deltas
448,128,0,minecraft:basalt_deltas
448,192,0,minecraft:basalt_deltas
448,256,0,minecraft:basalt_deltas
448,320,0,minecraft:basalt_deltas
448,384,0,minecraft:basalt_deltas
448,448,0,minecraft:basalt_deltas
448,512,0,minecraft:basalt_deltas
448,576,0,minecraft:basalt_deltas
448,640,0,minecraft:basalt_deltas
448,704,0,minecraft:basalt_deltas
448,768,0,minecraft:basalt_deltas
512,-768,0,minecraft:nether_wastes
512,-704,0,minecraft:nether_wastes
512,-640,0,minecraft:nether_wastes
512,-576,0,minecraft:nether_wastes
512,-512,0,minecraft:nether_wastes
512,-448,0,minecraft:nether_wastes
512,-384,0,minecraft:nether_wastes
512,-320,0,minecraft:nether_wastes
512,-256,0,minecraft:nether_wastes
512,-192,0,minecraft:nether_wastes
512,-128,0,minecraft:nether_wastes
512,-64,0,minecraft:nether_wastes
512,0,0,minecraft:nether_wastes
512,64,0,minecraft:basalt_deltas
512,128,0,minecraft:basalt_deltas
512,192,0,minecraft:basalt_deltas
512,256,0,minecraft:basalt_deltas
512,320,0,minecraft:basalt_deltas
512,384,0,minecraft:basalt_deltas
512,448,0,minecraft:basalt_deltas
512,512,0,minecraft:basalt_deltas
512,576,0,minecraft:basalt_deltas
512,640,0,minecraft:basalt_deltas
512,704,0,minecraft:basalt_deltas
512,768,0,minecraft:basalt_deltas
576,-768,0,minecraft:nether_wastes
576,-704,0,minecraft:nether_wastes
576,-640,0,minecraft:nether_wastes
576,-576,0,minecraft:nether_wastes
576,-512,0,minecraft:crimson_forest
576,-448,0,minecraft:crimson_forest
576,-384,0,minecraft:crimson_forest
576,-320,0,minecraft:crimson_forest
576,-256,0,minecraft:crimson_forest
576,-192,0,minecraft:nether_wastes
576,-128,0,minecraft:nether_wastes
576,-64,0,minecraft:nether_wastes
576,0,0,minecraft:nether_wastes
576,64,0,minecraft:nether_wastes
576,128,0,minecraft:basalt_deltas
576,192,0,minecraft:basalt_deltas
576,256,0,minecraft:basalt_deltas
576,320,0,minecraft:basalt_deltas
576,384,0,minecraft:basalt_deltas
576,448,0,minecraft:basalt_deltas
576,512,0,minecraft:basalt_deltas
576,576,0,minecraft:basalt_deltas
576,640,0,minecraft:basalt_deltas
576,704,0,minecraft:basalt_deltas
576,768,0,minecraft:basalt_deltas
640,-768,0,minecraft:nether_wastes
640,-704,0,minecraft:crimson_forest
640,-640,0,minecraft:crimson_forest
640,-576,0,minecraft:crimson_forest
640,-512,0,minecraft:crimson_forest
640,-448,0,minecraft:crimson_forest
640,-384,0,minecraft:crimson_forest
640,-320,0,minecraft:crimson_forest
640,-256,0,minecraft:crimson_forest
640,-192,0,minecraft:crimson_forest
640,-128,0,minecraft:crimson_forest
640,-64,0,minecraft:nether_wastes
640,0,0,minecraft:nether_wastes
640,64,0,minecraft:nether_wastes
640,128,0,minecraft:nether_wastes
640,192,0,minecraft:basalt_deltas
640,256,0,minecraft:basalt_deltas
640,320,0,minecraft:basalt_deltas
640,384,0,minecraft:basalt_deltas
640,448,0,minecraft:basalt_deltas
640,512,0,minecraft:basalt_deltas
640,576,0,minecraft:basalt_deltas
640,640,0,minecraft:basalt_deltas
640,704,0,minecraft:basalt_deltas
640,768,0,minecraft:basalt_deltas
704,-768,0,minecraft:crimson_forest
704,-704,0,minecraft:crimson_forest
704,-640,0,minecraft:crimson_forest
704,-576,0,minecraft:crimson_forest
704,-512,0,minecraft:crimson_forest
704,-448,0,minecraft:crimson_forest
704,-384,0,minecraft:crimson_forest
704,-320,0,minecraft:crimson_forest
704,-256,0,minecraft:crimson_forest
704,-192,0,minecraft:crimson_forest
704,-128,0,minecraft:crimson_forest
704,-64,0,minecraft:crimson_forest
704,0,0,minecraft:nether_wastes
704,64,0,minecraft:nether_wastes
704,128,0,minecraft:nether_wastes
704,192,0,minecraft:basalt_deltas
704,256,0,minecraft:basalt_deltas
704,320,0,minecraft:basalt_deltas
704,384,0,minecraft:basalt_deltas
704,448,0,minecraft:basalt_deltas
704,512,0,minecraft:basalt_deltas
704,576,0,minecraft:basalt_deltas
704,640,0,minecraft:basalt_deltas
704,704,0,minecraft:basalt_deltas
704,768,0,minecraft:basalt_deltas
768,-768,0,minecraft:crimson_forest
768,-704,0,minecraft:crimson_forest
768,-640,0,minecraft:crimson_forest
768,-576,0,minecraft:crimson_forest
768,-512,0,minecraft:crimson_forest
768,-448,0,minecraft:crimson_forest
768,-384,0,minecraft:crimson_forest
768,-320,0,minecraft:crimson_forest
768,-256,0,minecraft:crimson_forest
768,-192,0,minecraft:crimson_forest
768,-128,0,minecraft:crimson_forest
768,-64,0,minecraft:crimson_forest
768,0,0,minecraft:nether_wastes
768,64,0,minecraft:nether_wastes
768,128,0,minecraft:nether_wastes
768,192,0,minecraft:nether_wastes
768,256,0,minecraft:basalt_deltas
768,320,0,minecraft:basalt_deltas
768,384,0,minecraft:basalt_deltas
768,448,0,minecraft:basalt_deltas
768,512,0,minecraft:basalt_deltas
768,576,0,minecraft:basalt_deltas
768,640,0,minecraft:basalt_deltas
768,704,0,minecraft:basalt_deltas
768,768,0,minecraft:basalt_deltas
